1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.121695739772036404e+01,1.693285859450392450e-01,2.058436881398289509e-01,1.652376260919004679e+09
7.705321423245494827e+01,1.731785519816843588e-01,1.946723157916271096e-01,1.652376261566098690e+09
7.773707250923985157e+01,1.781695279220417427e-01,1.828287167440950656e-01,1.652376261998280048e+09
7.637339552264046461e+01,1.914343641407176833e-01,1.701725751998954261e-01,1.652376262428770781e+09
7.637339552264046461e+01,2.710906734859791500e-01,1.248028929646629870e-01,1.652376262843804598e+09
7.172777242911038798e+01,1.348575067572055364e-01,1.828287167440950656e-01,1.652376263274350166e+09
6.916200113472778810e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.652376263706921577e+09
6.728008811713010573e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.652376264145254135e+09
6.362533039013561620e+01,-2.018130688135078288e-01,1.334322968204501025e-01,1.652376264578150034e+09
6.243939435023402496e+01,-1.920853957618299801e-01,2.409525477618033040e-01,1.652376264812442064e+09
5.897853583781895281e+01,-1.574228930756146616e-01,3.246018697984564549e-01,1.652376276295185089e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376276730354548e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376276853467226e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376277021620512e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376277203786612e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376277369935513e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376277539089441e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376277700235844e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376277860381842e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376278021529913e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376278181674004e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376278334813595e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376278495959759e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376278676125526e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.531897628988514892e+00,1.652376278856384516e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.759695513835217495e+00,1.652376279035365582e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.733738617250316416e+00,1.652376279150472164e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.740498582051750676e+00,1.652376279268579245e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.740498582051750676e+00,1.652376279389690399e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.820035451995864140e+00,1.652376279545831919e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.743881483176336955e+00,1.652376279670946360e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.721364599571582721e+00,1.652376279785050631e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.710135667552666217e+00,1.652376279902157068e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.711257741504752516e+00,1.652376280027269363e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.697804178654352292e+00,1.652376280151382685e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.689967086088083326e+00,1.652376280268490314e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.697804178654352292e+00,1.652376280388597965e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.715747832798128147e+00,1.652376280503703833e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.716870812003001623e+00,1.652376280618809462e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.717993976772083764e+00,1.652376280740920782e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.716870812003001623e+00,1.652376280861027241e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.715747832798128147e+00,1.652376280985141039e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.713502425053511136e+00,1.652376281103247881e+09
7.502587680392271352e+01,0.000000000000000000e+00,1.721364599571582721e+00,1.652376281219354630e+09
7.502587680392271352e+01,1.283259911115509189e+00,1.715747832798128147e+00,1.652376281345467806e+09
7.502587680392271352e+01,1.370591197923021198e+00,1.687729288257274973e+00,1.652376281464577198e+09
7.502587680392271352e+01,1.410139564620234154e+00,1.700044767871183637e+00,1.652376281590692520e+09
